type, ID, time, latitude, longitude,value,units,,range
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:54.589692Z,37.533387,-77.42164,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:54.589692Z,37.534922,-77.426466,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:54.589692Z,37.54273,-77.437125,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:54.589692Z,37.528048,-77.412954,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:54.589692Z,37.53648,-77.414205,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:54.589692Z,37.541063,-77.42137,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:54.589692Z,37.543964,-77.431745,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:54.589692Z,37.518302,-77.43093,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:54.589692Z,37.51709,-77.439915,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:11:55.589692Z,37.544145,-77.44853,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:11:55.589692Z,37.54044,-77.442235,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:11:55.589692Z,37.53709,-77.436605,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:11:55.589692Z,37.53201,-77.42837,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:11:55.589692Z,37.527983,-77.419535,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:11:55.589692Z,37.523716,-77.414425,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:11:55.589692Z,37.51876,-77.41055,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:11:55.589692Z,37.524296,-77.43442,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:11:55.589692Z,37.526165,-77.4443,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:11:55.589692Z,37.522604,-77.4415,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:11:55.589692Z,37.533136,-77.435015,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:55.589692Z,37.533382,-77.421625,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:55.589692Z,37.534912,-77.426486,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:55.589692Z,37.54273,-77.43712,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:55.589692Z,37.528038,-77.412969,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:55.589692Z,37.53647,-77.41421,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:55.589692Z,37.541063,-77.421365,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:55.589692Z,37.543964,-77.431765,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:55.589692Z,37.518297,-77.43094,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:55.589692Z,37.517075,-77.439915,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:11:56.589692Z,37.544165,-77.44852,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:11:56.589692Z,37.54044,-77.442235,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:11:56.589692Z,37.537095,-77.4366,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:11:56.589692Z,37.53202,-77.428365,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:11:56.589692Z,37.527968,-77.419535,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:11:56.589692Z,37.523726,-77.41442,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:11:56.589692Z,37.518755,-77.410565,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:11:56.589692Z,37.524286,-77.43442,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:11:56.589692Z,37.526165,-77.444285,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:11:56.589692Z,37.522604,-77.441495,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:11:56.589692Z,37.533156,-77.43501,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:56.589692Z,37.533387,-77.421635,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:56.589692Z,37.534902,-77.426471,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:56.589692Z,37.542735,-77.43711,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:56.589692Z,37.528048,-77.412959,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:56.589692Z,37.53649,-77.4142,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:56.589692Z,37.541083,-77.421375,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:56.589692Z,37.543974,-77.431765,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:56.589692Z,37.518307,-77.43094,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:56.589692Z,37.51708,-77.439905,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:11:57.589692Z,37.54416,-77.44853,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:11:57.589692Z,37.54043,-77.44223,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:11:57.589692Z,37.5371,-77.436605,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:11:57.589692Z,37.53202,-77.42837,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:11:57.589692Z,37.527973,-77.41953,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:11:57.589692Z,37.523706,-77.41442,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:11:57.589692Z,37.518755,-77.41056,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:11:57.589692Z,37.524301,-77.43442,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:11:57.589692Z,37.52616,-77.44428,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:11:57.589692Z,37.522594,-77.4415,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:11:57.589692Z,37.533141,-77.435025,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:57.589692Z,37.533372,-77.42163,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:57.589692Z,37.534922,-77.426466,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:57.589692Z,37.542745,-77.43712,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:57.589692Z,37.528043,-77.412954,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:57.589692Z,37.536485,-77.4142,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:57.589692Z,37.541068,-77.421365,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:57.589692Z,37.543954,-77.431755,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:57.589692Z,37.518307,-77.43094,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:57.589692Z,37.517085,-77.439915,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:11:58.589692Z,37.544135,-77.44853,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:11:58.589692Z,37.540435,-77.44224,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:11:58.589692Z,37.537085,-77.436605,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:11:58.589692Z,37.532025,-77.42836,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:11:58.589692Z,37.527983,-77.41953,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:11:58.589692Z,37.523721,-77.414415,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:11:58.589692Z,37.518745,-77.41056,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:11:58.589692Z,37.524306,-77.43442,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:11:58.589692Z,37.52616,-77.44429,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:11:58.589692Z,37.522589,-77.44151,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:11:58.589692Z,37.533141,-77.435015,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:58.589692Z,37.533372,-77.42162,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:58.589692Z,37.534902,-77.426466,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:58.589692Z,37.54274,-77.437125,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:58.589692Z,37.528038,-77.412969,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:58.589692Z,37.536475,-77.41421,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:58.589692Z,37.541068,-77.42138,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:58.589692Z,37.543969,-77.43175,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:58.589692Z,37.518302,-77.430945,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:58.589692Z,37.51707,-77.439905,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:11:59.589692Z,37.54414,-77.448535,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:11:59.589692Z,37.54043,-77.442235,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:11:59.589692Z,37.537095,-77.436615,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:11:59.589692Z,37.53203,-77.42838,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:11:59.589692Z,37.527973,-77.419535,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:11:59.589692Z,37.523706,-77.41442,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:11:59.589692Z,37.518745,-77.41055,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:11:59.589692Z,37.524286,-77.43443,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:11:59.589692Z,37.52618,-77.44429,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:11:59.589692Z,37.522589,-77.441505,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:11:59.589692Z,37.533141,-77.43503,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:11:59.589692Z,37.533382,-77.42162,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:11:59.589692Z,37.534912,-77.426466,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:11:59.589692Z,37.542745,-77.43713,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:11:59.589692Z,37.528028,-77.412964,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:11:59.589692Z,37.53647,-77.41421,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:11:59.589692Z,37.541068,-77.42137,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:11:59.589692Z,37.543954,-77.431745,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:11:59.589692Z,37.518312,-77.43094,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:11:59.589692Z,37.517085,-77.43991,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:00.589692Z,37.54412,-77.44852,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:00.589692Z,37.54043,-77.442225,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:00.589692Z,37.537095,-77.436615,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:00.589692Z,37.532015,-77.42836,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:00.589692Z,37.527983,-77.41952,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:00.589692Z,37.523711,-77.41441,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:00.589692Z,37.518755,-77.41055,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:00.589692Z,37.524291,-77.434425,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:00.589692Z,37.52617,-77.4443,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:00.589692Z,37.522589,-77.44151,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:00.589692Z,37.533151,-77.43503,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:00.589692Z,37.533387,-77.42163,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:00.589692Z,37.534907,-77.426476,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:00.589692Z,37.542735,-77.43711,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:00.589692Z,37.528028,-77.412959,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:00.589692Z,37.53648,-77.414215,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:00.589692Z,37.541063,-77.421375,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:00.589692Z,37.543974,-77.43175,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:00.589692Z,37.518307,-77.43095,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:00.589692Z,37.51707,-77.4399,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:01.589692Z,37.5441,-77.44851,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:01.589692Z,37.540425,-77.44223,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:01.589692Z,37.53708,-77.4366,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:01.589692Z,37.532015,-77.42838,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:01.589692Z,37.527978,-77.41952,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:01.589692Z,37.523706,-77.41441,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:01.589692Z,37.51875,-77.410565,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:01.589692Z,37.524296,-77.43443,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:01.589692Z,37.526175,-77.4443,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:01.589692Z,37.522584,-77.4415,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:01.589692Z,37.533141,-77.43502,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:01.589692Z,37.533387,-77.421635,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:01.589692Z,37.534917,-77.426481,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:01.589692Z,37.542735,-77.437115,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:01.589692Z,37.528043,-77.412959,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:01.589692Z,37.53647,-77.41421,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:01.589692Z,37.541063,-77.421375,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:01.589692Z,37.543954,-77.43175,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:01.589692Z,37.518297,-77.43095,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:01.589692Z,37.51709,-77.43992,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:02.589692Z,37.544125,-77.448525,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:02.589692Z,37.540425,-77.44224,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:02.589692Z,37.53708,-77.43661,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:02.589692Z,37.532025,-77.42836,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:02.589692Z,37.527978,-77.41953,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:02.589692Z,37.523716,-77.414425,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:02.589692Z,37.518755,-77.41057,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:02.589692Z,37.524296,-77.43441,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:02.589692Z,37.526165,-77.44428,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:02.589692Z,37.522604,-77.441505,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:02.589692Z,37.533136,-77.43503,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:02.589692Z,37.533392,-77.42162,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:02.589692Z,37.534912,-77.426466,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:02.589692Z,37.542745,-77.43712,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:02.589692Z,37.528048,-77.412954,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:02.589692Z,37.536475,-77.414215,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:02.589692Z,37.541073,-77.42137,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:02.589692Z,37.543954,-77.43175,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:02.589692Z,37.518307,-77.43094,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:02.589692Z,37.517075,-77.43991,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:03.589692Z,37.54413,-77.448505,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:03.589692Z,37.54043,-77.44223,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:03.589692Z,37.53708,-77.43662,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:03.589692Z,37.532025,-77.42836,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:03.589692Z,37.527973,-77.419535,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:03.589692Z,37.523726,-77.41443,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:03.589692Z,37.51876,-77.410565,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:03.589692Z,37.524306,-77.434425,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:03.589692Z,37.52618,-77.4443,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:03.589692Z,37.522599,-77.44151,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:03.589692Z,37.533141,-77.435025,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:03.589692Z,37.533377,-77.42164,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:03.589692Z,37.534907,-77.426476,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:03.589692Z,37.542735,-77.43711,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:03.589692Z,37.528048,-77.412954,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:03.589692Z,37.53649,-77.4142,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:03.589692Z,37.541068,-77.421375,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:03.589692Z,37.543964,-77.431765,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:03.589692Z,37.518302,-77.43093,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:03.589692Z,37.51707,-77.43991,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:04.589692Z,37.544125,-77.44851,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:04.589692Z,37.54043,-77.442225,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:04.589692Z,37.53709,-77.436615,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:04.589692Z,37.53201,-77.42838,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:04.589692Z,37.527963,-77.419515,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:04.589692Z,37.523716,-77.41442,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:04.589692Z,37.518755,-77.41056,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:04.589692Z,37.524286,-77.43443,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:04.589692Z,37.526165,-77.444295,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:04.589692Z,37.522584,-77.4415,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:04.589692Z,37.533136,-77.43501,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:04.589692Z,37.533392,-77.42164,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:04.589692Z,37.534922,-77.426486,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:04.589692Z,37.542735,-77.437125,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:04.589692Z,37.528028,-77.412969,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:04.589692Z,37.536485,-77.414215,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:04.589692Z,37.541073,-77.42136,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:04.589692Z,37.543969,-77.431765,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:04.589692Z,37.518317,-77.43094,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:04.589692Z,37.51709,-77.4399,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:05.589692Z,37.54413,-77.44851,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:05.589692Z,37.54042,-77.442235,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:12:05.589692Z,37.53709,-77.436615,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:12:05.589692Z,37.532025,-77.42838,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:12:05.589692Z,37.527968,-77.419515,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:12:05.589692Z,37.523711,-77.414415,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:12:05.589692Z,37.51875,-77.41056,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:12:05.589692Z,37.524286,-77.43442,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:12:05.589692Z,37.526175,-77.44428,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:12:05.589692Z,37.522594,-77.441505,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:12:05.589692Z,37.533146,-77.43503,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:12:05.589692Z,37.533392,-77.42162,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:12:05.589692Z,37.534917,-77.426481,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:12:05.589692Z,37.542745,-77.43711,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:12:05.589692Z,37.528038,-77.412964,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:12:05.589692Z,37.536475,-77.41421,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:12:05.589692Z,37.541078,-77.42138,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:12:05.589692Z,37.543959,-77.431745,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:12:05.589692Z,37.518317,-77.430935,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:12:05.589692Z,37.517075,-77.43991,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:12:06.589692Z,37.544125,-77.44852,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:12:06.589692Z,37.54043,-77.44223,100,beats per minute,,HIGH
